"LONG BEACH DAUGHERTY AIRPORT, CA US (USW00023129)",,,,,,
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
6/19/1979,71,83,58,0,0,0
6/20/1979,70,81,58,0,0,0
6/21/1979,69,78,60,0,0,0
6/22/1979,69,78,60,0,0,0
6/23/1979,68,76,60,0,0,0
6/24/1979,68,76,60,0,0,0
6/25/1979,71,81,60,0,0,0
6/26/1979,76,91,60,0,0,0
6/27/1979,78,95,61,0,0,0
6/28/1979,76,91,60,0,0,0
6/29/1979,77,91,62,0,0,0
6/30/1979,73,84,62,0,0,0
7/1/1979,68,74,62,0,0,0
7/2/1979,65,69,60,0,0,0
7/3/1979,67,74,59,0,0,0
7/4/1979,67,77,57,0,0,0
7/5/1979,70,79,60,0,0,0
7/6/1979,70,81,59,0,0,0
7/7/1979,74,87,60,0,0,0
7/8/1979,77,91,62,0,0,0
7/9/1979,76,89,62,0,0,0
7/10/1979,74,87,60,0,0,0
7/11/1979,72,80,63,0,0,0
7/12/1979,70,77,62,0,0,0
7/13/1979,67,70,64,0,0,0
7/14/1979,74,83,64,0,0,0
7/15/1979,71,80,62,0,0,0
7/16/1979,72,83,60,0,0,0
7/17/1979,77,93,60,0,0,0
7/18/1979,77,90,63,0,0,0
7/19/1979,72,81,63,0,0,0
7/20/1979,72,78,66,0,0,0
7/21/1979,75,84,66,0,0,0
7/22/1979,72,82,62,0,0,0
7/23/1979,75,85,64,0,0,0
7/24/1979,74,83,65,0,0,0
7/25/1979,73,82,63,0,0,0
7/26/1979,73,83,62,0,0,0
7/27/1979,73,84,62,0,0,0
7/28/1979,74,87,61,0,0,0
7/29/1979,72,80,63,0,0,0
7/30/1979,70,78,62,0,0,0
7/31/1979,78,94,62,0,0,0
8/1/1979,74,85,62,0,0,0
8/2/1979,71,78,63,0,0,0
8/3/1979,71,79,63,0,0,0
8/4/1979,73,84,61,0,0,0
8/5/1979,73,82,63,0,0,0
8/6/1979,79,89,69,0,0,0
8/7/1979,77,86,67,0,0,0
8/8/1979,80,92,67,0,0,0
8/9/1979,78,90,65,0,0,0
8/10/1979,74,82,65,0,0,0
8/11/1979,74,82,65,0,0,0
8/12/1979,70,75,65,0,0,0
8/13/1979,72,79,64,0,0,0
8/14/1979,71,80,61,0,0,0
8/15/1979,70,77,63,0,0,0
8/16/1979,74,83,64,0,0,0
8/17/1979,74,81,67,0,0,0
8/18/1979,74,78,70,0,0,0
8/19/1979,74,79,69,0,0,0
8/20/1979,74,82,66,0,0,0
8/21/1979,74,83,64,0,0,0
8/22/1979,74,88,60,0,0,0
8/23/1979,78,93,63,0,0,0
8/24/1979,75,89,61,0,0,0
8/25/1979,76,86,65,0,0,0
8/26/1979,73,82,64,0,0,0
8/27/1979,72,80,64,0,0,0
8/28/1979,73,78,68,0,0,0
8/29/1979,72,78,65,0,0,0
8/30/1979,73,81,64,0,0,0
8/31/1979,70,81,59,0,0,0
9/1/1979,72,82,62,0,0,0
9/2/1979,73,83,63,0,0,0
9/3/1979,74,88,60,0,0,0
9/4/1979,72,82,62,0,0,0
9/5/1979,71,80,62,0,0,0
9/6/1979,71,76,65,0,0,0
9/7/1979,75,85,64,0,0,0
9/8/1979,76,91,61,0,0,0
9/9/1979,77,90,64,0,0,0
9/10/1979,80,93,66,0,0,0
9/11/1979,79,91,67,0,0,0
9/12/1979,77,89,65,0,0,0
9/13/1979,76,89,63,0,0,0
9/14/1979,81,96,65,0,0,0
9/15/1979,83,102,63,0,0,0
9/16/1979,78,96,60,0,0,0
9/17/1979,81,97,64,0,0,0
9/18/1979,77,92,62,0,0,0
9/19/1979,78,93,63,0,0,0
9/20/1979,74,85,62,0,0,0
9/21/1979,73,82,63,0,0,0
9/22/1979,75,88,62,0,0,0
9/23/1979,73,80,65,0,0,0
9/24/1979,73,81,65,0,0,0
9/25/1979,75,85,64,0,0,0
9/26/1979,73,87,59,0,0,0
9/27/1979,72,84,60,0,0,0
9/28/1979,71,79,62,0,0,0
9/29/1979,72,79,64,0,0,0
9/30/1979,70,79,61,0,0,0
10/1/1979,68,77,59,0,0,0
10/2/1979,73,86,59,0,0,0
10/3/1979,73,84,61,0,0,0
10/4/1979,74,86,62,0,0,0
10/5/1979,74,86,61,0,0,0
10/6/1979,68,77,59,0,0,0
10/7/1979,69,76,61,0,0,0
10/8/1979,66,76,56,0,0,0
10/9/1979,68,76,60,0,0,0
10/10/1979,68,77,58,0,0,0
10/11/1979,67,74,60,0,0,0
10/12/1979,65,74,56,0,0,0
10/13/1979,68,76,60,0,0,0
10/14/1979,69,75,62,0.01,0,0
10/15/1979,67,76,58,0,0,0
10/16/1979,65,70,59,0,0,0
10/17/1979,65,71,59,0,0,0
10/18/1979,68,73,63,0,0,0
10/19/1979,66,71,60,0.14,0,0
10/20/1979,63,70,55,0.22,0,0
10/21/1979,61,71,50,0,0,0
10/22/1979,66,79,53,0,0,0
10/23/1979,65,76,53,0,0,0
10/24/1979,64,78,50,0,0,0
10/25/1979,65,76,53,0,0,0
10/26/1979,68,73,62,0,0,0
10/27/1979,65,73,56,0,0,0
10/28/1979,63,70,55,0,0,0
10/29/1979,67,78,56,0,0,0
10/30/1979,60,76,44,0,0,0
10/31/1979,58,68,47,0,0,0
11/1/1979,63,76,49,0,0,0
11/2/1979,64,77,50,0,0,0
11/3/1979,58,69,47,0,0,0
11/4/1979,60,68,51,0,0,0
11/5/1979,63,78,47,0,0,0
11/6/1979,63,75,50,0,0,0
11/7/1979,58,65,51,0.2,0,0
11/8/1979,60,67,52,0,0,0
11/9/1979,58,67,48,0,0,0
11/10/1979,59,70,47,0,0,0
11/11/1979,59,68,50,0,0,0
11/12/1979,64,82,45,0,0,0
11/13/1979,65,82,47,0,0,0
11/14/1979,63,79,46,0,0,0
11/15/1979,64,83,44,0,0,0
11/16/1979,62,76,47,0,0,0
11/17/1979,61,69,53,0.03,0,0
11/18/1979,60,69,50,0,0,0
11/19/1979,57,68,45,0,0,0
11/20/1979,51,63,38,0,0,0
11/21/1979,53,68,37,0,0,0
11/22/1979,53,68,37,0,0,0
11/23/1979,54,64,44,0,0,0
11/24/1979,56,70,42,0,0,0
11/25/1979,58,68,47,0,0,0
11/26/1979,61,67,54,0,0,0
11/27/1979,62,71,52,0,0,0
11/28/1979,65,80,49,0,0,0
11/29/1979,64,78,49,0,0,0
11/30/1979,66,83,48,0,0,0
12/1/1979,66,83,48,0,0,0
12/2/1979,63,77,49,0,0,0
12/3/1979,63,78,47,0,0,0
12/4/1979,71,89,53,0,0,0
12/5/1979,70,89,51,0,0,0
12/6/1979,67,83,51,0,0,0
12/7/1979,64,80,47,0,0,0
12/8/1979,62,77,47,0,0,0
12/9/1979,61,71,50,0,0,0
12/10/1979,57,61,53,0,0,0
12/11/1979,60,67,53,0,0,0
12/12/1979,54,70,37,0,0,0
12/13/1979,55,71,38,0,0,0
12/14/1979,58,75,41,0,0,0
12/15/1979,58,76,40,0,0,0
12/16/1979,57,76,38,0,0,0
12/17/1979,61,82,39,0,0,0
12/18/1979,60,75,44,0,0,0
12/19/1979,57,69,44,0,0,0
12/20/1979,54,67,41,0,0,0
12/21/1979,56,61,51,0.13,0,0
12/22/1979,53,64,41,0,0,0
12/23/1979,50,62,37,0,0,0
12/24/1979,54,64,43,0.15,0,0
12/25/1979,56,63,48,0,0,0
12/26/1979,55,67,43,0,0,0
12/27/1979,53,64,41,0,0,0
12/28/1979,55,69,40,0,0,0
12/29/1979,58,69,46,0,0,0
12/30/1979,57,69,44,0,0,0
12/31/1979,60,71,49,0,0,0
1/1/1980,60,73,46,0,0,0
1/2/1980,63,80,45,0,0,0
1/3/1980,61,75,47,0,0,0
1/4/1980,56,70,42,0,0,0
1/5/1980,57,70,43,0,0,0
1/6/1980,59,67,50,0,0,0
1/7/1980,58,62,54,0.17,0,0
1/8/1980,60,64,56,0.49,0,0
1/9/1980,60,62,57,2.08,0,0
1/10/1980,60,63,57,0.24,0,0
1/11/1980,62,68,56,1.16,0,0
1/12/1980,62,64,60,0.52,0,0
1/13/1980,61,63,59,0.13,0,0
1/14/1980,62,65,59,0.02,0,0
1/15/1980,60,67,52,0,0,0
1/16/1980,60,62,57,0,0,0
1/17/1980,59,63,55,0,0,0
1/18/1980,55,61,48,0,0,0
1/19/1980,51,62,40,0,0,0
1/20/1980,54,68,40,0,0,0
1/21/1980,56,70,41,0,0,0
1/22/1980,55,67,42,0,0,0
1/23/1980,59,74,44,0,0,0
1/24/1980,59,75,43,0,0,0
1/25/1980,53,62,43,0,0,0
1/26/1980,59,63,54,0,0,0
1/27/1980,59,62,55,0.04,0,0
1/28/1980,58,62,54,2.14,0,0
1/29/1980,58,62,54,0.18,0,0
1/30/1980,59,68,50,0,0,0
1/31/1980,65,76,53,0,0,0
2/1/1980,66,78,53,0,0,0
2/2/1980,65,79,51,0,0,0
2/3/1980,62,73,50,0,0,0
2/4/1980,63,76,50,0,0,0
2/5/1980,63,72,53,0,0,0
2/6/1980,64,72,56,0,0,0
2/7/1980,62,69,54,0,0,0
2/8/1980,59,69,48,0,0,0
2/9/1980,57,72,42,0,0,0
2/10/1980,55,69,40,0,0,0
2/11/1980,53,64,42,0,0,0
2/12/1980,55,68,42,0,0,0
2/13/1980,57,61,53,1.99,0,0
2/14/1980,61,65,56,1.25,0,0
2/15/1980,64,68,60,0.14,0,0
2/16/1980,62,64,59,2.37,0,0
2/17/1980,64,67,60,1.81,0,0
2/18/1980,65,67,62,0.21,0,0
2/19/1980,62,67,56,0.68,0,0
2/20/1980,59,63,54,0.86,0,0
2/21/1980,60,66,54,0.09,0,0
2/22/1980,58,65,50,0,0,0
2/23/1980,57,67,46,0,0,0
2/24/1980,63,75,50,0,0,0
2/25/1980,65,80,49,0,0,0
2/26/1980,68,82,53,0,0,0
2/27/1980,63,75,50,0,0,0
2/28/1980,61,69,53,0,0,0
2/29/1980,60,67,53,0,0,0
3/1/1980,59,65,53,0,0,0
3/2/1980,58,62,53,0.93,0,0
3/3/1980,59,65,53,0.16,0,0
3/4/1980,59,66,51,0,0,0
3/5/1980,56,63,48,0.4,0,0
3/6/1980,57,61,52,0.67,0,0
3/7/1980,55,64,46,0,0,0
3/8/1980,57,67,46,0,0,0
3/9/1980,61,74,48,0,0,0
3/10/1980,58,65,51,0.04,0,0
3/11/1980,58,68,48,0,0,0
3/12/1980,60,69,50,0,0,0
3/13/1980,60,73,47,0,0,0
3/14/1980,59,70,48,0,0,0
3/15/1980,58,68,48,0,0,0
3/16/1980,59,69,48,0,0,0
3/17/1980,63,78,48,0,0,0
3/18/1980,56,63,49,0.01,0,0
3/19/1980,54,64,44,0,0,0
3/20/1980,58,68,47,0,0,0
3/21/1980,56,64,48,0.08,0,0
3/22/1980,57,69,44,0,0,0
3/23/1980,57,66,47,0,0,0
3/24/1980,58,66,49,0,0,0
3/25/1980,56,65,47,0.36,0,0
3/26/1980,57,67,46,0.21,0,0
3/27/1980,57,65,48,0,0,0
3/28/1980,63,75,50,0,0,0
3/29/1980,63,79,47,0,0,0
3/30/1980,58,68,48,0,0,0
3/31/1980,60,68,52,0,0,0
4/1/1980,59,66,51,0,0,0
4/2/1980,59,65,52,0,0,0
4/3/1980,57,68,46,0,0,0
4/4/1980,59,70,48,0,0,0
4/5/1980,59,67,50,0.02,0,0
4/6/1980,61,69,52,0,0,0
4/7/1980,62,73,50,0,0,0
4/8/1980,69,87,51,0,0,0
4/9/1980,66,80,52,0,0,0
4/10/1980,64,74,54,0,0,0
4/11/1980,71,86,56,0,0,0
4/12/1980,69,85,53,0,0,0
4/13/1980,68,83,52,0,0,0
4/14/1980,65,80,50,0,0,0
4/15/1980,65,77,52,0,0,0
4/16/1980,71,85,56,0,0,0
4/17/1980,69,82,55,0,0,0
4/18/1980,68,82,53,0,0,0
4/19/1980,67,82,52,0,0,0
4/20/1980,62,69,55,0,0,0
4/21/1980,59,64,54,0,0,0
4/22/1980,56,61,51,0.08,0,0
4/23/1980,55,62,48,0.04,0,0
4/24/1980,57,67,47,0,0,0
4/25/1980,60,69,50,0,0,0
4/26/1980,62,69,55,0,0,0
4/27/1980,63,67,59,0,0,0
4/28/1980,61,67,55,0.14,0,0
4/29/1980,60,67,52,0,0,0
4/30/1980,61,65,56,0.01,0,0
5/1/1980,61,66,56,0,0,0
5/2/1980,67,82,51,0,0,0
5/3/1980,67,78,56,0,0,0
5/4/1980,67,76,57,0,0,0
5/5/1980,65,70,59,0,0,0
5/6/1980,66,73,59,0,0,0
5/7/1980,64,67,60,0,0,0
5/8/1980,63,68,58,0,0,0
5/9/1980,64,69,59,0,0,0
5/10/1980,62,68,55,0.1,0,0
5/11/1980,58,68,48,0,0,0
5/12/1980,61,69,52,0,0,0
5/13/1980,61,70,51,0,0,0
5/14/1980,62,69,54,0,0,0
5/15/1980,61,69,52,0,0,0
5/16/1980,64,75,53,0,0,0
5/17/1980,65,74,56,0,0,0
5/18/1980,68,77,59,0,0,0
5/19/1980,65,71,59,0,0,0
5/20/1980,62,65,59,0,0,0
5/21/1980,65,71,59,0,0,0
5/22/1980,63,70,55,0,0,0
5/23/1980,62,70,54,0,0,0
5/24/1980,59,68,50,0,0,0
5/25/1980,59,70,47,0,0,0
5/26/1980,58,67,49,0,0,0
5/27/1980,60,68,52,0,0,0
5/28/1980,61,69,52,0,0,0
5/29/1980,61,71,51,0,0,0
5/30/1980,61,69,52,0,0,0
5/31/1980,61,68,54,0,0,0
6/1/1980,63,69,56,0,0,0
6/2/1980,61,68,54,0,0,0
6/3/1980,64,70,57,0,0,0
6/4/1980,66,78,53,0,0,0
6/5/1980,63,71,55,0,0,0
6/6/1980,63,75,51,0,0,0
6/7/1980,68,82,53,0,0,0
6/8/1980,69,84,54,0,0,0
6/9/1980,71,84,58,0,0,0
6/10/1980,67,75,59,0,0,0
6/11/1980,68,77,58,0,0,0
6/12/1980,69,83,55,0,0,0
6/13/1980,69,83,55,0,0,0
6/14/1980,68,80,55,0,0,0
6/15/1980,73,89,57,0,0,0
6/16/1980,69,78,60,0,0,0
6/17/1980,65,69,60,0,0,0
6/18/1980,68,78,58,0,0,0
6/19/1980,68,79,57,0,0,0
6/20/1980,67,79,55,0,0,0
6/21/1980,69,80,58,0,0,0
6/22/1980,71,81,61,0,0,0
6/23/1980,70,82,58,0,0,0
6/24/1980,69,79,59,0,0,0
6/25/1980,72,85,58,0,0,0
6/26/1980,76,91,60,0,0,0
6/27/1980,76,87,64,0,0,0
6/28/1980,79,91,67,0,0,0
6/29/1980,78,89,66,0,0,0
6/30/1980,72,78,65,0,0,0
7/1/1980,74,82,66,0,0,0
7/2/1980,73,80,66,0,0,0
7/3/1980,73,80,65,0,0,0
7/4/1980,74,85,62,0,0,0
7/5/1980,75,87,62,0,0,0
7/6/1980,71,83,59,0,0,0
7/7/1980,76,89,62,0,0,0
7/8/1980,74,87,60,0,0,0
7/9/1980,73,87,58,0,0,0
7/10/1980,76,92,59,0,0,0
7/11/1980,77,91,63,0,0,0
7/12/1980,71,81,60,0,0,0
7/13/1980,69,78,60,0,0,0
7/14/1980,73,87,59,0,0,0
7/15/1980,76,92,59,0,0,0
7/16/1980,78,91,64,0,0,0
7/17/1980,73,85,61,0,0,0
7/18/1980,68,75,61,0,0,0
7/19/1980,69,74,64,0,0,0
7/20/1980,71,80,62,0,0,0
7/21/1980,70,78,61,0,0,0
7/22/1980,73,86,60,0,0,0
7/23/1980,73,82,63,0,0,0
7/24/1980,73,83,62,0,0,0
7/25/1980,73,81,65,0,0,0
7/26/1980,74,83,64,0,0,0
7/27/1980,75,88,62,0,0,0
7/28/1980,79,92,65,0,0,0
7/29/1980,81,97,65,0,0,0
7/30/1980,86,100,71,0,0,0
7/31/1980,83,95,71,0,0,0
8/1/1980,80,91,69,0,0,0
8/2/1980,75,81,68,0,0,0
8/3/1980,75,80,70,0,0,0
8/4/1980,74,80,67,0,0,0
8/5/1980,76,85,66,0,0,0
8/6/1980,77,89,64,0,0,0
8/7/1980,79,94,64,0,0,0
8/8/1980,79,92,65,0,0,0
8/9/1980,77,86,67,0,0,0
8/10/1980,78,88,68,0,0,0
8/11/1980,79,89,68,0,0,0
8/12/1980,76,82,70,0,0,0
8/13/1980,77,82,71,0,0,0
8/14/1980,75,82,67,0,0,0
8/15/1980,73,80,66,0,0,0
8/16/1980,73,80,66,0,0,0
8/17/1980,74,80,67,0,0,0
8/18/1980,73,77,68,0,0,0
8/19/1980,72,79,65,0,0,0
8/20/1980,71,81,60,0,0,0
8/21/1980,72,83,61,0,0,0
8/22/1980,71,78,64,0,0,0
8/23/1980,74,82,65,0,0,0
8/24/1980,74,83,64,0,0,0
8/25/1980,75,87,63,0,0,0
8/26/1980,74,85,63,0,0,0
8/27/1980,73,84,62,0,0,0
8/28/1980,73,83,62,0,0,0
8/29/1980,73,85,60,0,0,0
8/30/1980,73,85,60,0,0,0
8/31/1980,69,76,62,0,0,0
9/1/1980,72,78,65,0,0,0
9/2/1980,70,77,62,0,0,0
9/3/1980,73,83,62,0,0,0
9/4/1980,71,82,60,0,0,0
9/5/1980,72,82,62,0,0,0
9/6/1980,72,80,63,0,0,0
9/7/1980,68,73,63,0,0,0
9/8/1980,69,75,62,0,0,0
9/9/1980,68,78,58,0,0,0
9/10/1980,71,77,65,0,0,0
9/11/1980,70,75,64,0,0,0
9/12/1980,69,74,64,0,0,0
9/13/1980,70,74,65,0,0,0
9/14/1980,69,75,62,0,0,0
9/15/1980,69,77,60,0,0,0
9/16/1980,73,84,62,0,0,0
9/17/1980,80,95,64,0,0,0
9/18/1980,75,86,64,0,0,0
9/19/1980,68,77,59,0,0,0
9/20/1980,68,75,60,0,0,0
9/21/1980,70,78,62,0,0,0
9/22/1980,68,77,58,0,0,0
9/23/1980,69,76,61,0,0,0
9/24/1980,70,80,59,0,0,0
9/25/1980,69,78,59,0,0,0
9/26/1980,71,79,62,0,0,0
9/27/1980,70,80,59,0,0,0
9/28/1980,66,76,55,0,0,0
9/29/1980,72,88,56,0,0,0
9/30/1980,75,90,60,0,0,0
10/1/1980,73,81,64,0,0,0
10/2/1980,71,78,64,0,0,0
10/3/1980,70,76,63,0,0,0
10/4/1980,70,78,62,0,0,0
10/5/1980,70,77,63,0,0,0
10/6/1980,71,79,62,0,0,0
10/7/1980,69,75,62,0,0,0
10/8/1980,69,75,63,0,0,0
10/9/1980,68,73,63,0,0,0
10/10/1980,68,74,62,0,0,0
10/11/1980,69,75,63,0,0,0
10/12/1980,68,75,61,0,0,0
10/13/1980,68,74,61,0,0,0
10/14/1980,67,75,58,0,0,0
10/15/1980,65,73,56,0,0,0
10/16/1980,60,69,51,0,0,0
10/17/1980,62,73,51,0,0,0
10/18/1980,66,85,47,0,0,0
10/19/1980,70,90,49,0,0,0
10/20/1980,71,91,50,0,0,0
10/21/1980,71,89,53,0,0,0
10/22/1980,66,78,53,0,0,0
10/23/1980,67,81,53,0,0,0
10/24/1980,71,89,52,0,0,0
10/25/1980,62,69,54,0,0,0
10/26/1980,64,73,55,0,0,0
10/27/1980,63,74,52,0,0,0
10/28/1980,70,81,59,0,0,0
10/29/1980,68,86,49,0,0,0
10/30/1980,72,90,54,0,0,0
10/31/1980,71,86,56,0,0,0
11/1/1980,68,86,50,0,0,0
11/2/1980,65,82,48,0,0,0
11/3/1980,67,83,50,0,0,0
11/4/1980,67,82,51,0,0,0
11/5/1980,64,70,58,0,0,0
11/6/1980,63,70,56,0,0,0
11/7/1980,60,69,51,0,0,0
11/8/1980,63,71,55,0,0,0
11/9/1980,63,68,57,0,0,0
11/10/1980,62,66,58,0,0,0
11/11/1980,64,69,59,0,0,0
11/12/1980,62,70,53,0,0,0
11/13/1980,61,71,50,0,0,0
11/14/1980,60,75,45,0,0,0
11/15/1980,59,75,43,0,0,0
11/16/1980,61,74,48,0,0,0
11/17/1980,59,73,44,0,0,0
11/18/1980,58,74,41,0,0,0
11/19/1980,58,76,40,0,0,0
11/20/1980,61,81,40,0,0,0
11/21/1980,63,80,45,0,0,0
11/22/1980,58,68,48,0,0,0
11/23/1980,58,68,48,0,0,0
11/24/1980,60,73,46,0,0,0
11/25/1980,60,75,45,0,0,0
11/26/1980,62,80,44,0,0,0
11/27/1980,65,83,47,0,0,0
11/28/1980,63,83,43,0,0,0
11/29/1980,61,78,44,0,0,0
11/30/1980,59,64,53,0,0,0
12/1/1980,58,66,50,0,0,0
12/2/1980,57,68,46,0,0,0
12/3/1980,57,64,50,0.06,0,0
12/4/1980,58,62,54,1.48,0,0
12/5/1980,59,65,52,0,0,0
12/6/1980,54,64,44,0,0,0
12/7/1980,53,62,43,0,0,0
12/8/1980,56,68,44,0,0,0
12/9/1980,56,70,41,0,0,0
12/10/1980,60,76,44,0,0,0
12/11/1980,62,82,42,0,0,0
12/12/1980,58,70,46,0,0,0
12/13/1980,57,72,42,0,0,0
12/14/1980,60,78,41,0,0,0
12/15/1980,63,84,42,0,0,0
12/16/1980,68,89,47,0,0,0
12/17/1980,63,75,51,0,0,0
12/18/1980,57,63,51,0,0,0
12/19/1980,57,64,49,0,0,0
12/20/1980,59,73,44,0,0,0
12/21/1980,57,67,47,0,0,0
12/22/1980,56,64,48,0,0,0
12/23/1980,58,67,48,0,0,0
12/24/1980,63,79,47,0,0,0
12/25/1980,61,79,42,0,0,0
12/26/1980,60,76,44,0,0,0
12/27/1980,55,66,44,0,0,0
12/28/1980,60,71,48,0,0,0
12/29/1980,65,87,42,0,0,0
12/30/1980,70,89,50,0,0,0
12/31/1980,61,74,48,0,0,0
1/1/1981,61,76,45,0,0,0
1/2/1981,57,67,47,0,0,0
1/3/1981,62,69,55,0,0,0
1/4/1981,57,64,49,0,0,0
1/5/1981,63,81,44,0,0,0
1/6/1981,62,79,44,0,0,0
1/7/1981,56,66,45,0,0,0
1/8/1981,58,65,50,0,0,0
1/9/1981,60,76,44,0,0,0
1/10/1981,62,79,44,0,0,0
1/11/1981,65,73,57,0.16,0,0
1/12/1981,63,71,55,0,0,0
1/13/1981,62,73,51,0,0,0
1/14/1981,59,70,48,0,0,0
1/15/1981,59,70,47,0,0,0
1/16/1981,60,68,51,0,0,0
1/17/1981,59,72,46,0,0,0
1/18/1981,61,75,47,0,0,0
1/19/1981,60,69,50,0,0,0
1/20/1981,61,67,54,0,0,0
1/21/1981,60,70,50,0,0,0
1/22/1981,60,65,54,0,0,0
1/23/1981,60,66,54,0.18,0,0
1/24/1981,55,65,45,0,0,0
1/25/1981,57,69,44,0,0,0
1/26/1981,53,64,42,0,0,0
1/27/1981,54,61,47,0.02,0,0
1/28/1981,57,62,51,0.85,0,0
1/29/1981,53,58,47,0.64,0,0
1/30/1981,51,59,42,0,0,0
1/31/1981,51,62,40,0,0,0
2/1/1981,53,67,38,0,0,0
2/2/1981,58,73,43,0,0,0
2/3/1981,56,68,43,0,0,0
2/4/1981,56,66,46,0,0,0
2/5/1981,57,67,46,0,0,0
2/6/1981,55,63,47,0,0,0
2/7/1981,55,64,45,0,0,0
2/8/1981,56,61,51,0.51,0,0
2/9/1981,56,61,51,0.26,0,0
2/10/1981,59,65,52,0,0,0
2/11/1981,56,63,49,0,0,0
2/12/1981,63,74,52,0,0,0
2/13/1981,65,80,50,0,0,0
2/14/1981,66,77,54,0,0,0
2/15/1981,65,80,50,0,0,0
2/16/1981,67,84,50,0,0,0
2/17/1981,67,80,53,0,0,0
2/18/1981,67,81,52,0,0,0
2/19/1981,68,82,53,0,0,0
2/20/1981,63,76,49,0,0,0
2/21/1981,69,81,56,0,0,0
2/22/1981,66,82,49,0,0,0
2/23/1981,60,74,46,0,0,0
2/24/1981,57,65,48,0,0,0
2/25/1981,56,62,50,0.28,0,0
2/26/1981,54,62,46,0,0,0
2/27/1981,55,67,43,0,0,0
2/28/1981,54,58,49,0.5,0,0
3/1/1981,56,62,49,1.19,0,0
3/2/1981,56,62,49,0.52,0,0
3/3/1981,54,64,44,0,0,0
3/4/1981,57,62,51,0.65,0,0
3/5/1981,55,59,51,0.62,0,0
3/6/1981,56,60,51,0,0,0
3/7/1981,58,65,50,0,0,0
3/8/1981,60,74,45,0,0,0
3/9/1981,63,78,47,0,0,0
3/10/1981,61,74,48,0,0,0
3/11/1981,60,67,53,0,0,0
3/12/1981,61,66,56,0,0,0
3/13/1981,56,62,49,0,0,0
3/14/1981,56,65,46,0,0,0
3/15/1981,59,72,46,0,0,0
3/16/1981,61,73,48,0,0,0
3/17/1981,59,68,50,0,0,0
3/18/1981,60,68,51,0,0,0
3/19/1981,60,63,56,0.42,0,0
3/20/1981,58,64,52,0.01,0,0
3/21/1981,57,64,49,0,0,0
3/22/1981,61,70,52,0,0,0
3/23/1981,64,72,56,0,0,0
3/24/1981,63,71,54,0,0,0
3/25/1981,63,71,55,0,0,0
3/26/1981,58,63,53,0,0,0
3/27/1981,57,67,46,0,0,0
3/28/1981,57,65,49,0,0,0
3/29/1981,59,65,52,0,0,0
3/30/1981,61,68,53,0,0,0
3/31/1981,60,71,49,0,0,0
4/1/1981,58,67,49,0,0,0
4/2/1981,57,62,51,0.02,0,0
4/3/1981,55,63,46,0,0,0
4/4/1981,65,82,47,0,0,0
4/5/1981,71,89,52,0,0,0
4/6/1981,62,72,51,0,0,0
4/7/1981,59,63,54,0,0,0
4/8/1981,61,69,53,0,0,0
4/9/1981,59,68,50,0,0,0
4/10/1981,62,66,57,0,0,0
4/11/1981,63,71,55,0,0,0
4/12/1981,61,71,51,0,0,0
4/13/1981,61,69,52,0,0,0
4/14/1981,62,71,53,0,0,0
4/15/1981,63,72,54,0,0,0
4/16/1981,64,73,54,0,0,0
4/17/1981,62,66,58,0,0,0
4/18/1981,60,65,55,0.08,0,0
4/19/1981,57,61,53,0.21,0,0
4/20/1981,58,69,46,0.01,0,0
4/21/1981,63,75,50,0,0,0
4/22/1981,69,81,57,0,0,0
4/23/1981,65,70,60,0,0,0
4/24/1981,64,69,58,0,0,0
4/25/1981,66,71,60,0,0,0
4/26/1981,65,71,58,0,0,0
4/27/1981,65,75,54,0,0,0
4/28/1981,75,96,53,0,0,0
4/29/1981,78,94,61,0,0,0
4/30/1981,68,75,61,0,0,0
5/1/1981,67,73,61,0,0,0
5/2/1981,64,68,60,0,0,0
5/3/1981,66,74,57,0,0,0
5/4/1981,65,74,56,0,0,0
5/5/1981,63,72,53,0,0,0
5/6/1981,64,72,56,0,0,0
5/7/1981,65,77,53,0,0,0
5/8/1981,67,77,56,0,0,0
5/9/1981,73,88,57,0,0,0
5/10/1981,72,84,59,0,0,0
5/11/1981,67,74,60,0,0,0
5/12/1981,66,71,60,0,0,0
5/13/1981,67,73,61,0,0,0
5/14/1981,64,67,61,0,0,0
5/15/1981,66,70,61,0,0,0
5/16/1981,65,73,57,0,0,0
5/17/1981,67,81,53,0,0,0
5/18/1981,67,78,56,0,0,0
5/19/1981,65,70,60,0,0,0
5/20/1981,63,70,56,0,0,0
5/21/1981,64,74,53,0,0,0
5/22/1981,65,73,56,0,0,0
5/23/1981,67,73,60,0,0,0
5/24/1981,70,76,63,0,0,0
5/25/1981,68,71,64,0,0,0
5/26/1981,71,77,64,0,0,0
5/27/1981,69,77,61,0,0,0
5/28/1981,68,74,62,0,0,0
5/29/1981,67,71,63,0,0,0
5/30/1981,71,76,65,0,0,0
5/31/1981,70,77,63,0,0,0
6/1/1981,70,76,64,0,0,0
6/2/1981,68,73,62,0,0,0
6/3/1981,71,81,61,0,0,0
6/4/1981,76,90,62,0,0,0
6/5/1981,70,74,65,0,0,0
6/6/1981,73,80,66,0,0,0
6/7/1981,74,84,64,0,0,0
6/8/1981,71,78,64,0,0,0
6/9/1981,72,78,66,0,0,0
6/10/1981,72,77,66,0,0,0
